post_id,caption_text,topic,hashtags_count,post_length,likes,shares,comments,is_viral
5155,coding memes are funny,news,13,49,41396,2216,3288,0
5156,learning ai is the future,motivation,7,295,45841,5496,2901,0
5157,coding memes are funny,tech,0,293,26152,3268,5844,1
5158,coding memes are funny,education,3,73,34280,4796,1733,0
5159,breaking news happening now,,7,199,12394,747,4064,1
5160,this post will change your life,meme,9,227,42723,8374,7721,0
5161,,education,11,144,3107,7951,7661,1
5162,stay consistent and grow,motivation,1,164,49654,4594,2869,1
5163,this post will change your life,meme,0,118,23812,1178,2882,1
5164,this post will change your life,education,11,246,46107,5750,7743,1
5165,coding memes are funny,tech,14,28,25520,6624,3607,0
5166,learning ai is the future,tech,5,232,16707,1622,7947,1
5167,coding memes are funny,motivation,5,198,15490,8716,5700,0
5168,this post will change your life,education,0,16,18336,6777,3029,1
5169,breaking news happening now,motivation,2,109,37432,479,1363,0
5170,coding memes are funny,motivation,9,125,23731,5686,3040,0
5171,coding memes are funny,motivation,12,221,18754,3559,451,0
5172,coding memes are funny,news,11,132,32325,9294,2713,0
5173,learning ai is the future,tech,7,176,24858,2361,3087,1
5174,breaking news happening now,news,13,189,31061,1185,6099,0
5175,breaking news happening now,,8,49,16801,2691,5859,0
5176,,news,11,126,13048,7157,2194,0
5177,breaking news happening now,tech,7,278,29683,7496,542,1
5178,breaking news happening now,motivation,0,55,14627,2739,7019,0
5179,this post will change your life,education,10,101,31578,9991,1794,0
5180,coding memes are funny,motivation,12,289,21000,2515,2894,1
5181,stay consistent and grow,motivation,3,80,26987,783,3824,0
5182,breaking news happening now,news,14,195,536,147,5623,0
5183,hard work always pays off,education,11,166,10317,9031,2102,0
5184,hard work always pays off,tech,8,72,31728,284,6026,1
5185,stay consistent and grow,meme,0,265,33782,3858,5903,0
5186,,tech,11,125,37104,4644,2418,0
5187,this post will change your life,education,13,157,49434,6722,3502,1
5188,hard work always pays off,tech,10,194,40456,8318,1574,1
5189,hard work always pays off,news,3,206,26295,1598,6120,1
5190,hard work always pays off,education,9,83,40050,2056,2154,0
5191,this post will change your life,meme,6,172,2094,8711,6774,1
5192,coding memes are funny,meme,14,291,6993,6354,2099,1
5193,this post will change your life,education,13,121,45744,455,5742,0
5194,learning ai is the future,tech,6,213,42637,5166,384,0
5195,learning ai is the future,meme,6,208,26195,7196,3231,1
5196,hard work always pays off,,9,265,45845,5515,6520,1
5197,hard work always pays off,education,3,234,8890,3120,7239,0
5198,coding memes are funny,education,7,235,26415,3695,530,0
5199,,education,2,119,9668,5440,3770,1
5200,stay consistent and grow,motivation,13,77,47133,9318,4441,1
5201,hard work always pays off,tech,8,161,31257,5127,4008,0
5202,learning ai is the future,education,5,183,37062,1658,2163,0
5203,hard work always pays off,education,6,85,47366,5906,2773,0
5204,coding memes are funny,motivation,8,251,39276,5869,3309,0
5205,learning ai is the future,news,3,115,43012,2971,1034,0
5206,hard work always pays off,motivation,4,119,22975,817,710,1
5207,coding memes are funny,education,0,43,40795,5985,2757,1
5208,,tech,9,244,38934,3657,5528,1
5209,,motivation,7,216,38535,9,7775,1
5210,coding memes are funny,education,1,269,168,4052,416,1
5211,learning ai is the future,,4,185,33711,4673,4446,0
5212,learning ai is the future,tech,14,183,6981,9854,655,1
5213,stay consistent and grow,motivation,14,245,2506,9967,2576,0
5214,learning ai is the future,meme,4,56,3404,7938,7852,1
5215,,tech,14,144,48321,9881,5017,1
5216,coding memes are funny,,14,281,4016,9255,918,0
5217,learning ai is the future,education,9,172,34177,7768,4323,0
5218,,tech,3,239,25918,9572,940,1
5219,,tech,14,15,24460,2658,4592,1
5220,learning ai is the future,education,3,65,8914,3757,4014,0
5221,coding memes are funny,meme,11,288,4470,5914,6384,0
5222,stay consistent and grow,tech,1,265,42264,2021,2743,1
5223,coding memes are funny,education,12,19,43887,8262,6922,1
5224,learning ai is the future,tech,14,82,37861,8869,4467,0
5225,learning ai is the future,news,2,176,12903,5779,1257,1
5226,,meme,9,139,46929,9073,4722,1
5227,learning ai is the future,,1,255,5660,8668,6685,1
5228,stay consistent and grow,news,0,48,43556,4020,7960,0
5229,,tech,3,266,32586,8340,7009,1
5230,coding memes are funny,meme,8,198,49388,2281,1387,0
5231,breaking news happening now,education,14,8,41326,9652,3220,1
5232,this post will change your life,news,13,68,43756,5550,129,1
5233,hard work always pays off,meme,5,265,31062,2287,7874,0
5234,this post will change your life,meme,7,169,2646,2794,1284,1
5235,stay consistent and grow,tech,14,107,31266,7872,7340,0
5236,coding memes are funny,,1,158,48302,8035,2881,1
5237,,news,13,162,22717,1871,6878,0
5238,breaking news happening now,,1,267,2833,4164,5311,0
5239,stay consistent and grow,education,1,115,43320,5782,4374,1
5240,,motivation,10,91,27571,9986,461,0
5241,coding memes are funny,tech,7,152,39496,3345,1425,1
5242,learning ai is the future,,0,275,44591,3186,1482,0
5243,stay consistent and grow,meme,4,160,34835,2306,3641,1
5244,hard work always pays off,news,11,135,17367,7303,3387,0
5245,this post will change your life,motivation,3,189,35024,3090,4366,1
5246,coding memes are funny,,10,59,20588,7941,3156,1
5247,breaking news happening now,meme,0,196,11147,2607,2500,1
5248,learning ai is the future,news,11,61,31136,3293,4930,1
5249,breaking news happening now,news,9,40,18373,2231,7633,0
5250,hard work always pays off,motivation,6,269,40541,2373,6663,1
5251,breaking news happening now,meme,0,167,2117,6460,2981,0
5252,breaking news happening now,motivation,5,92,32022,7343,2969,1
5253,,education,11,143,43053,5289,3807,0
5254,learning ai is the future,tech,0,5,38534,3060,2623,1
5255,breaking news happening now,tech,10,269,46105,1575,4044,1
5256,learning ai is the future,education,12,129,48322,1770,2495,0
5257,hard work always pays off,meme,12,124,45880,8468,5364,1
5258,coding memes are funny,motivation,8,33,39704,5418,4722,0
5259,learning ai is the future,tech,2,292,2242,2509,5758,1
5260,stay consistent and grow,education,11,163,28326,6457,5961,0
5261,,news,1,222,49731,6091,3712,1
5262,stay consistent and grow,,6,211,42924,7694,1534,1
5263,coding memes are funny,,0,247,43125,2748,1833,1
5264,,tech,6,266,42805,4725,138,1
5265,,tech,8,161,38086,8290,5444,0
5266,,education,3,163,30092,4258,4604,0
5267,this post will change your life,motivation,9,206,7210,6825,1920,1
5268,breaking news happening now,tech,1,259,44502,41,6336,0
5269,coding memes are funny,motivation,3,124,13995,4147,1618,0
5270,breaking news happening now,,8,259,31750,5732,2481,1
5271,learning ai is the future,education,14,136,35337,1563,5444,0
5272,breaking news happening now,news,7,132,27837,8424,1533,0
5273,,tech,11,140,32484,2049,6859,0
5274,hard work always pays off,,4,41,40992,2433,4443,0
5275,stay consistent and grow,motivation,7,91,6461,1517,7099,0
5276,coding memes are funny,motivation,6,211,1140,4176,4246,1
5277,breaking news happening now,,3,225,15437,7655,1540,0
5278,coding memes are funny,,2,175,24002,460,5462,1
5279,coding memes are funny,meme,0,143,44934,8101,215,0
5280,hard work always pays off,motivation,13,83,21027,184,7675,1
5281,learning ai is the future,,13,193,43877,410,1360,0
5282,breaking news happening now,,2,112,37237,3828,643,0
5283,this post will change your life,,7,114,13002,8817,912,0
5284,,motivation,8,298,21091,7988,122,1
5285,coding memes are funny,education,8,180,22671,7078,669,0
5286,learning ai is the future,motivation,4,132,592,2468,5355,1
5287,this post will change your life,meme,3,28,22546,2272,53,1
5288,coding memes are funny,news,5,218,2210,1976,7539,0
5289,this post will change your life,meme,11,77,5413,7121,1112,1
5290,breaking news happening now,,13,225,38073,1052,6992,0
5291,breaking news happening now,news,6,144,8367,7645,4630,1
5292,stay consistent and grow,tech,13,109,31733,9637,4375,1
5293,coding memes are funny,news,5,149,14182,7760,1296,0
5294,coding memes are funny,news,4,221,3930,6264,2490,0
5295,stay consistent and grow,,12,274,43706,3503,4659,0
5296,breaking news happening now,,1,157,7218,9720,4653,1
5297,learning ai is the future,meme,2,273,10176,8312,4304,0
5298,this post will change your life,education,8,297,17217,780,5237,1
5299,coding memes are funny,education,6,270,9332,3256,1869,1
5300,coding memes are funny,news,9,77,31027,8964,2746,1
5301,hard work always pays off,meme,11,128,334,5590,3662,0
5302,this post will change your life,education,1,104,29045,266,7186,1
5303,stay consistent and grow,education,11,265,47098,6690,7806,0
5304,,meme,12,17,14656,6609,2372,0
5305,breaking news happening now,news,0,24,48069,1022,5392,0
5306,stay consistent and grow,,0,32,47773,9524,4448,1
5307,coding memes are funny,tech,0,119,45483,7673,1126,0
5308,coding memes are funny,meme,13,211,25562,3522,1157,1
5309,breaking news happening now,,5,281,26919,6430,1816,1
5310,,meme,4,196,47703,6542,1198,0
5311,this post will change your life,meme,6,21,48049,2274,4852,1
5312,learning ai is the future,news,11,202,44146,3814,4599,1
5313,breaking news happening now,news,4,114,25941,8453,1824,1
5314,learning ai is the future,,8,29,24334,5340,3210,1
5315,coding memes are funny,meme,0,78,4343,5753,6816,1
5316,learning ai is the future,education,14,23,11540,2693,6171,1
5317,learning ai is the future,tech,8,271,45146,9037,6249,0
5318,breaking news happening now,,11,36,48376,4084,7720,0
5319,stay consistent and grow,motivation,3,270,46,9075,2874,0
5320,coding memes are funny,meme,9,243,21709,402,7414,1
5321,this post will change your life,meme,6,230,20803,410,1156,0
5322,hard work always pays off,news,1,119,30551,1969,6740,0
5323,learning ai is the future,news,14,48,588,2980,7453,1
5324,coding memes are funny,motivation,2,97,23812,9714,3757,1
5325,hard work always pays off,,3,97,1127,8105,5209,0
5326,this post will change your life,news,4,218,48032,1639,2103,1
5327,hard work always pays off,news,11,262,34425,1985,3842,1
5328,this post will change your life,,1,272,23404,6572,7280,0
5329,stay consistent and grow,education,6,90,484,269,5588,1
5330,hard work always pays off,tech,5,69,39735,9271,500,0
5331,this post will change your life,education,14,246,17702,5257,2059,1
5332,stay consistent and grow,meme,8,80,27986,6309,1158,0
5333,,education,6,72,15849,1179,2841,1
5334,,,9,277,18898,8428,6827,1
5335,learning ai is the future,motivation,9,185,31902,6398,2615,1
5336,hard work always pays off,education,13,244,10997,9086,950,1
5337,this post will change your life,news,1,126,19533,4782,4326,0
5338,coding memes are funny,motivation,2,56,32216,8644,4620,1
5339,breaking news happening now,motivation,2,21,15879,7442,2558,0
5340,stay consistent and grow,meme,7,239,7043,8417,7629,0
5341,hard work always pays off,meme,7,266,41710,7912,5016,1
5342,stay consistent and grow,news,2,100,39044,934,5968,0
5343,hard work always pays off,tech,7,224,32675,382,783,1
5344,hard work always pays off,motivation,14,63,19307,6552,6363,0
5345,hard work always pays off,news,4,111,39173,2866,3687,0
5346,breaking news happening now,meme,10,26,40423,8384,4177,1
5347,hard work always pays off,meme,12,50,28772,625,5251,1
5348,stay consistent and grow,tech,3,56,3688,7589,4135,0
5349,learning ai is the future,motivation,14,249,41593,8129,5367,0
5350,learning ai is the future,motivation,11,177,21970,3176,3122,0
5351,coding memes are funny,news,10,103,17897,5481,3024,1
5352,breaking news happening now,tech,3,185,14762,7901,2230,1
5353,stay consistent and grow,education,3,40,21201,9379,5280,1
5354,,news,14,22,24340,1715,7805,1
5355,coding memes are funny,motivation,0,16,34148,1805,294,1
5356,learning ai is the future,news,10,118,25787,1808,5271,0
5357,hard work always pays off,news,6,221,27946,2587,6482,0
5358,hard work always pays off,news,10,45,45493,1925,1342,0
5359,this post will change your life,news,9,254,2512,7306,1257,0
5360,breaking news happening now,motivation,9,121,37588,6983,5883,1
5361,this post will change your life,tech,3,24,44534,3507,6459,1
5362,breaking news happening now,tech,1,128,29628,5910,4461,0
5363,breaking news happening now,meme,0,116,14408,1492,7807,1
5364,hard work always pays off,,2,207,39026,2768,5473,0
5365,hard work always pays off,meme,0,126,13414,458,1501,1
5366,coding memes are funny,education,10,152,33587,2052,51,0
5367,learning ai is the future,tech,4,101,33026,2127,1584,0
5368,learning ai is the future,news,5,142,11845,6219,7646,1
5369,hard work always pays off,,10,66,8339,920,1601,1
5370,learning ai is the future,meme,5,68,19662,3275,6952,1
5371,breaking news happening now,news,5,221,20077,1602,1678,1
5372,learning ai is the future,education,6,206,40695,5968,2551,0
5373,stay consistent and grow,tech,0,28,43589,3141,2104,0
5374,coding memes are funny,motivation,3,211,14750,7380,3181,0
5375,learning ai is the future,education,9,245,911,7351,816,1
5376,learning ai is the future,motivation,9,142,19484,6071,5818,1
5377,,tech,14,265,8469,1915,4041,0
5378,coding memes are funny,motivation,14,169,13991,4207,4357,0
5379,coding memes are funny,tech,8,291,25499,1730,7648,1
5380,hard work always pays off,news,9,155,21966,3992,2239,0
5381,coding memes are funny,education,11,259,45959,4762,3990,1
5382,stay consistent and grow,news,1,15,47168,1110,5545,1
5383,hard work always pays off,tech,12,78,14493,1288,3652,0
5384,breaking news happening now,tech,7,154,1977,1980,3751,1
5385,this post will change your life,news,10,237,42241,6691,1822,1
5386,learning ai is the future,,6,297,46512,5926,7565,0
5387,coding memes are funny,news,6,31,5572,8460,709,0
5388,learning ai is the future,news,12,5,17163,8134,6240,1
5389,breaking news happening now,education,2,137,35076,4585,556,0
5390,this post will change your life,education,14,15,14049,2538,7775,0
5391,coding memes are funny,,12,229,12491,1612,7179,0
5392,,tech,1,32,40702,8308,3238,1
5393,hard work always pays off,meme,1,289,12058,8403,4588,0
5394,hard work always pays off,news,11,148,27201,4424,1685,1
5395,coding memes are funny,motivation,12,8,36016,6680,7501,1
5396,coding memes are funny,motivation,14,55,40931,5860,7458,1
5397,breaking news happening now,,2,104,27180,8776,5847,1
5398,this post will change your life,motivation,13,193,32293,3368,1122,0
5399,coding memes are funny,,2,86,13762,2667,7118,0
5400,hard work always pays off,news,9,215,22841,3922,7948,0
5401,this post will change your life,meme,1,286,19811,7051,5287,1
5402,coding memes are funny,,6,134,31559,55,493,0
5403,this post will change your life,meme,1,224,15425,3889,532,0
5404,breaking news happening now,,5,49,36661,43,7097,1
5405,stay consistent and grow,,12,23,44700,7533,6082,1
5406,,education,10,215,34796,1541,3783,1
5407,coding memes are funny,meme,4,109,5976,6558,5773,0
5408,coding memes are funny,motivation,6,297,43248,4974,5873,0
5409,,motivation,10,147,49658,8690,5310,0
5410,this post will change your life,news,10,127,2051,5679,6379,0
5411,coding memes are funny,education,6,202,14774,7513,6378,1
5412,this post will change your life,,7,252,22153,5,5001,1
5413,stay consistent and grow,tech,3,273,37931,4321,4192,0
5414,this post will change your life,,9,60,17344,8935,7751,1
5415,coding memes are funny,education,12,114,2946,6514,1207,0
5416,hard work always pays off,tech,4,189,32829,4244,2819,1
5417,,,9,7,47077,1257,4662,1
5418,breaking news happening now,education,12,253,41309,4954,1138,0
5419,this post will change your life,meme,3,219,32772,5757,1416,1
5420,hard work always pays off,education,12,160,39306,6098,5820,1
5421,this post will change your life,news,14,293,5620,90,64,0
5422,hard work always pays off,tech,6,102,21576,9944,2108,1
5423,coding memes are funny,meme,14,285,28846,2081,2999,1
5424,breaking news happening now,meme,2,239,16397,6322,6358,1
5425,,education,9,75,29714,4244,3575,1
5426,hard work always pays off,meme,1,121,5644,6602,3148,1
5427,learning ai is the future,motivation,3,160,36735,7019,5596,0
5428,this post will change your life,motivation,13,116,24084,5940,7476,1
5429,hard work always pays off,motivation,4,34,7102,6105,2091,1
5430,breaking news happening now,education,10,133,48362,3878,7479,0
5431,breaking news happening now,tech,0,104,29249,6372,349,0
5432,breaking news happening now,education,2,101,27421,6192,6054,1
5433,,news,7,116,23702,9919,6166,0
5434,stay consistent and grow,meme,10,241,2239,106,4756,1
5435,hard work always pays off,motivation,4,63,20096,4291,6502,1
5436,hard work always pays off,education,0,278,45382,2966,1612,1
5437,coding memes are funny,education,3,267,27585,4360,4830,1
5438,,meme,7,193,32406,359,4492,0
5439,learning ai is the future,education,12,200,35186,7831,4410,1
5440,stay consistent and grow,motivation,7,125,29340,9335,3837,1
5441,hard work always pays off,meme,1,149,35725,2449,3865,0
5442,stay consistent and grow,tech,8,87,22532,795,3952,1
5443,coding memes are funny,motivation,9,201,35274,7722,4823,0
5444,,news,0,187,12141,4636,2136,0
5445,this post will change your life,news,9,234,1056,1023,686,0
5446,learning ai is the future,,7,17,27740,7774,2297,0
5447,stay consistent and grow,,7,105,19269,7049,7811,0
5448,breaking news happening now,meme,12,221,48556,7013,7252,1
5449,learning ai is the future,motivation,5,147,34569,3959,5958,0
5450,this post will change your life,,0,32,21752,1518,4165,1
5451,,motivation,14,196,2003,5523,3397,0
5452,,motivation,11,251,5192,2349,4266,0
5453,hard work always pays off,news,12,207,14992,4676,6566,1
5454,hard work always pays off,meme,8,225,40675,9887,5022,0
5455,stay consistent and grow,news,14,127,40069,4821,840,0
5456,coding memes are funny,,14,137,26678,2941,3073,0
5457,hard work always pays off,education,9,239,35200,1586,5588,0
5458,hard work always pays off,,2,174,39178,334,518,1
5459,learning ai is the future,tech,13,24,3434,6397,1536,1
5460,this post will change your life,news,0,90,13712,4827,4742,0
5461,breaking news happening now,meme,6,125,39163,8336,3080,0
5462,breaking news happening now,news,13,280,30920,9889,2520,1
5463,coding memes are funny,education,12,292,44687,3003,1583,0
5464,,education,9,186,25140,5946,4918,1
5465,,education,4,40,4186,2747,4812,0
5466,this post will change your life,education,1,116,44520,1751,3166,1
5467,learning ai is the future,tech,12,71,8549,8123,1339,0
5468,,motivation,0,204,22791,4360,121,1
5469,breaking news happening now,,5,34,3528,7731,5445,0
5470,,education,0,200,25484,6482,5613,1
5471,coding memes are funny,tech,5,139,9218,2211,1613,1
5472,hard work always pays off,news,0,126,28721,6666,5561,1
5473,hard work always pays off,education,6,156,8501,1055,304,1
5474,,news,6,269,25143,7292,4765,0
5475,stay consistent and grow,news,9,294,30867,2906,7701,0
5476,learning ai is the future,meme,3,205,31840,8255,7411,0
5477,breaking news happening now,tech,6,59,46988,8287,6403,1
5478,stay consistent and grow,tech,14,120,33395,4949,5212,0
5479,stay consistent and grow,education,12,83,42617,6906,7233,0
5480,stay consistent and grow,education,7,16,45015,6064,6685,0
5481,hard work always pays off,education,7,62,26161,735,663,1
5482,coding memes are funny,tech,11,72,12393,1402,7503,0
5483,,news,11,277,27479,4218,4632,1
5484,coding memes are funny,news,11,205,18714,7522,4672,0
5485,breaking news happening now,education,2,227,28059,8053,5067,1
5486,stay consistent and grow,news,13,249,4067,6260,5903,0
5487,learning ai is the future,education,13,234,10681,5409,5942,1
5488,coding memes are funny,,7,22,44670,4864,1178,1
5489,this post will change your life,motivation,12,213,30751,553,3420,0
5490,coding memes are funny,news,2,167,30214,7995,3195,0
5491,learning ai is the future,,12,93,40334,4066,7542,0
5492,stay consistent and grow,tech,10,186,12109,5468,5596,0
5493,coding memes are funny,,14,156,34210,145,7235,0
5494,stay consistent and grow,meme,14,19,22707,6789,955,0
5495,hard work always pays off,,4,256,3111,4314,2661,0
5496,learning ai is the future,,0,80,46962,5286,4075,0
5497,hard work always pays off,,11,18,4086,6454,378,1
5498,hard work always pays off,tech,6,179,9054,9076,3513,1
5499,breaking news happening now,tech,13,96,44269,6802,1503,0
5500,,meme,14,221,45253,8578,7096,0
5501,stay consistent and grow,education,9,96,29938,7028,943,1
5502,stay consistent and grow,news,7,291,26010,1637,1388,0
5503,stay consistent and grow,tech,3,104,27551,9348,5483,0
5504,stay consistent and grow,news,6,62,47883,2281,5672,0
5505,,meme,6,172,49774,52,1731,0
5506,learning ai is the future,,5,186,12061,6348,2209,1
5507,hard work always pays off,meme,13,192,5719,6027,5281,1
5508,breaking news happening now,news,4,158,11989,7748,7041,0
5509,breaking news happening now,news,9,287,15619,2955,3291,0
5510,hard work always pays off,meme,3,290,23506,7234,6638,0
5511,hard work always pays off,education,14,297,12248,2357,5632,0
5512,this post will change your life,news,4,263,18948,2282,7673,0
5513,learning ai is the future,motivation,6,248,33155,5138,6230,0
5514,breaking news happening now,,7,78,49628,4948,5861,0
5515,learning ai is the future,motivation,3,73,8328,578,1828,0
5516,stay consistent and grow,news,4,141,34422,2950,850,1
5517,breaking news happening now,tech,10,158,6706,5370,4794,0
5518,coding memes are funny,meme,5,226,27109,5074,3034,1
5519,coding memes are funny,education,14,143,32353,3843,426,0
5520,breaking news happening now,motivation,10,125,36039,9594,7794,0
5521,this post will change your life,motivation,8,264,13258,7817,442,0
5522,coding memes are funny,tech,9,149,6113,1545,5963,1
5523,,news,5,163,36589,5824,4416,1
5524,stay consistent and grow,tech,6,10,2911,5698,3084,1
5525,stay consistent and grow,education,7,229,29087,5131,6510,0
5526,,news,2,120,15024,2962,7424,0
5527,learning ai is the future,motivation,4,43,7940,9161,3244,1
5528,hard work always pays off,motivation,3,111,24095,9095,2121,1
5529,learning ai is the future,meme,0,122,27103,3763,4237,0
5530,stay consistent and grow,education,11,46,48960,8934,4007,1
5531,learning ai is the future,motivation,3,31,1733,8757,1662,0
5532,stay consistent and grow,tech,1,221,18406,1703,5549,1
5533,learning ai is the future,motivation,3,110,41112,4252,4196,0
5534,stay consistent and grow,tech,1,87,49050,6215,3283,1
5535,breaking news happening now,tech,12,274,2413,5390,3831,0
5536,breaking news happening now,,11,112,32845,2073,4345,0
5537,learning ai is the future,,3,19,47176,4707,2094,0
5538,hard work always pays off,,3,154,46619,1192,4794,1
5539,this post will change your life,news,12,194,16881,3319,7003,0
5540,stay consistent and grow,news,10,173,599,6908,5515,0
5541,this post will change your life,motivation,2,292,22472,2673,7992,0
5542,coding memes are funny,motivation,4,165,16419,202,1487,0
5543,,tech,8,87,21734,4061,5184,0
5544,coding memes are funny,news,0,106,27492,52,5009,0
5545,hard work always pays off,motivation,6,119,41712,748,2755,0
5546,,news,9,246,489,1201,5701,1
5547,,education,12,63,14135,2787,569,0
5548,learning ai is the future,tech,14,103,31649,8951,6834,0
5549,stay consistent and grow,,13,79,45634,3552,829,0
5550,breaking news happening now,news,0,245,32276,9196,4029,0
5551,coding memes are funny,motivation,9,7,41892,2462,1904,1
5552,,tech,14,70,39977,8129,3179,0
5553,,meme,11,296,5795,5428,2978,1
5554,learning ai is the future,tech,14,155,39745,962,715,0
5555,this post will change your life,education,11,167,45584,7522,6938,0
5556,hard work always pays off,tech,0,251,21045,3255,7863,1
5557,breaking news happening now,,13,254,22632,8350,5660,1
5558,breaking news happening now,,1,289,48028,2499,3114,0
5559,coding memes are funny,news,9,194,17812,100,4468,0
5560,learning ai is the future,news,5,11,43026,3838,3088,0
5561,breaking news happening now,motivation,10,23,6556,6316,6052,1
5562,this post will change your life,motivation,13,93,44930,7276,3065,1
5563,this post will change your life,tech,8,212,26598,1826,2087,1
5564,hard work always pays off,,2,283,30539,1396,2301,1
5565,hard work always pays off,tech,4,76,48875,1253,3162,0
5566,this post will change your life,,7,221,21682,3776,2744,0
5567,this post will change your life,tech,9,39,38745,3970,2949,0
5568,learning ai is the future,news,5,114,806,9849,6499,1
5569,breaking news happening now,news,2,171,48798,7683,186,0
5570,learning ai is the future,meme,1,72,48327,116,954,1
5571,hard work always pays off,meme,12,241,14498,4975,620,0
5572,hard work always pays off,meme,2,276,49476,5816,2932,1
5573,hard work always pays off,motivation,5,271,2171,534,7922,1
5574,,news,4,92,17915,2407,966,1
5575,breaking news happening now,tech,7,210,15358,2966,3626,1
5576,coding memes are funny,tech,9,67,47513,590,2681,0
5577,hard work always pays off,meme,1,291,25242,6220,7551,0
5578,hard work always pays off,motivation,13,284,12151,2816,4179,0
5579,learning ai is the future,motivation,11,187,278,8727,7625,0
5580,learning ai is the future,meme,1,178,36416,6571,7054,1
5581,coding memes are funny,tech,3,138,10865,497,2062,0
5582,stay consistent and grow,motivation,12,144,38107,2412,86,0
5583,coding memes are funny,,14,38,19701,3788,9,1
5584,coding memes are funny,,8,70,2638,9125,3907,0
5585,coding memes are funny,education,4,176,48972,4279,3872,0
5586,learning ai is the future,,6,25,999,2333,5579,1
5587,hard work always pays off,meme,6,202,44774,1000,5896,0
5588,learning ai is the future,tech,5,10,20313,5956,1434,1
5589,,education,11,272,494,3957,2493,1
5590,this post will change your life,news,5,136,5781,5878,4985,1
5591,this post will change your life,tech,8,11,42740,2767,3082,0
5592,stay consistent and grow,education,3,80,29640,1649,2271,1
5593,hard work always pays off,news,1,226,4475,9029,5518,1
5594,coding memes are funny,motivation,6,11,6144,3198,2246,1
5595,hard work always pays off,tech,14,244,11406,6725,3673,1
5596,this post will change your life,tech,5,51,15284,1993,7431,1
5597,stay consistent and grow,motivation,3,282,5213,1758,6468,1
5598,hard work always pays off,tech,0,159,49218,2693,193,0
5599,coding memes are funny,meme,3,256,25029,4856,1153,0
5600,,education,5,231,12983,819,4553,0
5601,,news,10,42,15640,9555,7056,0
5602,,news,2,92,1354,4834,332,0
5603,stay consistent and grow,education,12,274,24637,9630,520,1
5604,stay consistent and grow,meme,14,172,14477,2300,5583,0
5605,learning ai is the future,tech,12,209,24944,973,1862,1
5606,coding memes are funny,motivation,0,105,7544,3407,3147,1
5607,learning ai is the future,motivation,11,120,36378,9794,4099,1
5608,,tech,1,54,45788,8680,3828,0
5609,this post will change your life,,5,36,41727,4875,4126,0
5610,,news,0,213,44264,8257,223,0
5611,breaking news happening now,education,5,198,45056,4927,5859,1
5612,hard work always pays off,education,14,91,35645,2346,2946,0
5613,breaking news happening now,news,0,265,27447,877,3112,1
5614,coding memes are funny,education,0,126,18623,1346,2694,0
5615,learning ai is the future,news,5,170,16148,7500,7361,0
5616,coding memes are funny,meme,12,258,19047,6248,1610,1
5617,coding memes are funny,tech,0,194,32868,2009,6321,0
5618,this post will change your life,news,11,262,27873,4856,7739,1
5619,coding memes are funny,meme,8,75,33601,719,7110,1
5620,hard work always pays off,news,1,236,46583,9183,6446,0
5621,this post will change your life,meme,8,77,43436,7586,7736,1
5622,breaking news happening now,meme,4,242,39282,4195,4435,1
5623,coding memes are funny,meme,4,255,41915,6848,6549,1
5624,breaking news happening now,tech,9,28,24593,763,3349,0
5625,hard work always pays off,news,7,168,27309,3398,1880,1
5626,hard work always pays off,,0,214,46589,5744,3857,1
5627,hard work always pays off,news,8,111,18464,4073,713,0
5628,,news,13,235,28915,1391,2749,1
5629,breaking news happening now,meme,0,93,13578,842,7025,0
5630,breaking news happening now,education,4,47,48050,7208,6628,1
5631,learning ai is the future,education,7,93,37596,9218,1803,0
5632,this post will change your life,news,0,93,35356,4937,7196,1
5633,stay consistent and grow,education,4,267,8128,2891,258,1
5634,coding memes are funny,,12,252,22378,7732,1972,1
5635,this post will change your life,education,11,87,49737,8485,6006,1
5636,hard work always pays off,education,2,154,7980,5878,7705,1
5637,coding memes are funny,meme,7,27,16958,5123,6608,1
5638,learning ai is the future,news,12,88,30387,3449,6867,0
5639,this post will change your life,,2,139,28982,5960,4275,0
5640,hard work always pays off,,11,285,34168,5905,4067,0
5641,coding memes are funny,news,7,35,11023,5422,994,1
5642,,,10,233,14338,410,2771,0
5643,coding memes are funny,motivation,10,260,34729,3178,5606,1
5644,hard work always pays off,motivation,14,177,39367,3355,6733,0
5645,breaking news happening now,education,14,190,26360,3768,4082,1
5646,,news,1,68,37521,4681,4969,1
5647,this post will change your life,education,9,280,828,737,3752,0
5648,,meme,13,84,48186,2806,5369,1
5649,coding memes are funny,news,2,194,18949,4484,7820,1
5650,breaking news happening now,,12,295,23532,7571,5799,1
5651,learning ai is the future,meme,0,108,25589,2870,7771,0
5652,coding memes are funny,meme,0,294,4876,8285,3044,0
5653,coding memes are funny,news,3,129,6741,5664,2098,1
5654,,education,4,133,4178,2239,4959,0
5655,learning ai is the future,motivation,13,13,13227,9874,1921,0
5656,learning ai is the future,education,2,109,12167,7937,2211,1
5657,stay consistent and grow,motivation,1,98,39117,9668,6413,1
5658,stay consistent and grow,tech,0,25,43606,7356,4863,0
5659,coding memes are funny,motivation,2,214,46104,4753,1018,0
5660,hard work always pays off,news,0,26,14528,6828,4761,0
5661,learning ai is the future,motivation,9,208,22336,5198,3777,1
5662,breaking news happening now,tech,9,41,15476,2710,6026,0
5663,learning ai is the future,,5,259,32270,5425,712,1
